exponent,count
-29,1
-27,2
-26,3
-25,2
-24,5
-23,7
-22,17
-21,18
-20,87
-19,129
-18,313
-17,646
-16,1205
-15,2432
-14,4976
-13,9834
-12,19470
-11,38816
-10,77000
-9,155058
-8,312342
-7,616935
-6,1222906
-5,2384308
-4,4536190
-3,8130062
-2,12508587
-1,10006974
zero,0
clamp_lo,0
clamp_hi,0
