exponent,count
-30,1
-28,1
-27,2
-26,4
-25,7
-24,28
-23,58
-22,126
-21,247
-20,461
-19,952
-18,1844
-17,3615
-16,7525
-15,14873
-14,29954
-13,59902
-12,119889
-11,239822
-10,480190
-9,956470
-8,1910178
-7,3791324
-6,7505900
-5,14644567
-4,27845339
-3,49934135
-2,76820146
-1,61455356
zero,0
clamp_lo,0
clamp_hi,0
