exponent,count
-30,1
-29,2
-28,1
-27,6
-26,4
-25,9
-24,20
-23,45
-22,87
-21,204
-20,363
-19,781
-18,1472
-17,3081
-16,5993
-15,12310
-14,24180
-13,50206
-12,98702
-11,196933
-10,396159
-9,789139
-8,1571933
-7,3131964
-6,6183861
-5,12072955
-4,22955311
-3,41165710
-2,63326245
-1,50663640
zero,0
clamp_lo,0
clamp_hi,0
