exponent,count
-23,1
-22,2
-21,8
-20,9
-19,16
-18,34
-17,75
-16,139
-15,252
-14,616
-13,1150
-12,2249
-11,4622
-10,9466
-9,21829
-8,110592
-7,548209
-6,1175596
-5,3549928
-4,2348515
-3,10750
zero,0
clamp_lo,0
clamp_hi,22237771
