exponent,count
-19,2
-18,4
-17,12
-16,27
-15,50
-14,107
-13,220
-12,420
-11,864
-10,1608
-9,3431
-8,6663
-7,13506
-6,27033
-5,53881
-4,106407
-3,213545
-2,425313
-1,845777
0,1676430
1,3280225
2,6223339
3,11310176
4,18775925
5,26874566
6,29498064
7,27616065
8,21836074
9,19652346
10,25742898
11,31598473
12,34983630
13,29881283
14,25581823
15,13175020
16,1896187
zero,0
clamp_lo,0
clamp_hi,0
